Block	Strain	Genotype	X	Y	Latence	NbSS	Taille
B4est_1_Bloc_2_28x3	93JE3	N-23	43	10	9.65780477	6.90976916	4.52405995
B4est_1_Bloc_2_28x3	93JE3	ERS-10	44	10	8.30889956	15.02837316	3.30526262
B4est_1_Bloc_2_28x3	93JE3	LRD-03	45	10	8.83225737	11.25538166	4.52405995
B4est_1_Bloc_2_28x3	93JE3	BDX-02	46	10	8.80889956	24.16948425	4.9570348
B4est_1_Bloc_2_28x3	93JE3	VDL-32	47	10	8.64612586	16.22469793	5.13114871
B4est_1_Bloc_2_28x3	93JE3	NOH-06	48	10	8.72751271	18.34330193	3.7829209
B4est_1_Bloc_2_28x3	93JE3	ALL-174	49	10	10.0893083	11.67048782	3.62531251
B4est_1_Bloc_2_28x3	93JE3	NOH-10	50	10	10.15683541	22.9854166	3.21074456
B4est_1_Bloc_2_28x3	93JE3	CTR-09	51	10	9.57208811	4.45165597	3.29646742
B4est_1_Bloc_2_28x3	93JE3	NOH-25	52	10	9.34514775	17.73387815	5.32176813
B4est_1_Bloc_2_28x3	93JE3	N-36	53	10	8.92653461	22.3473824	3.62531251
B4est_1_Bloc_2_28x3	93JE3	SN-12	54	10	10.9382135	-1.20273152	2.79942642
B4est_1_Bloc_2_28x3	93JE3	NL-1210	41	11	8.17069515	17.3665769	3.62531252
B4est_1_Bloc_2_28x3	93JE3	AST-008	42	11	9.78711871	28.1101744	5.19233766
B4est_1_Bloc_2_28x3	93JE3	ALL-019	43	11	9.15901625	15.70319442	3.45119861
B4est_1_Bloc_2_28x3	93JE3	BDX-08	44	11	9.16119708	2.26966164	4.03988047
B4est_1_Bloc_2_28x3	93JE3	N-63	47	11	9.69405296	12.81977557	4.19233766
B4est_1_Bloc_2_28x3	93JE3	DRA-38	48	11	9.68237406	15.33102911	3.45119861
B4est_1_Bloc_2_28x3	93JE3	SN-25	51	11	10.33346885	-1.78555204	2.45119861
B4est_1_Bloc_2_28x3	93JE3	1-J07	52	11	9.82178994	10.79726848	3.58062908
B4est_1_Bloc_2_28x3	93JE3	STR-20	53	11	10.4148557	5.08151352	3.58062909
B4est_1_Bloc_2_28x3	93JE3	SN-11	54	11	8.5893083	22.81977557	4.66999595
B4est_1_Bloc_2_28x3	93JE3	KUH-34	41	12	9.0893083	10.20627132	3.75474299
B4est_1_Bloc_2_28x3	93JE3	STR-21	42	12	8.84514775	15.53755339	5.08161542
B4est_1_Bloc_2_28x3	93JE3	KUH-52	43	12	8.51960036	18.6234508	4.32176813
B4est_1_Bloc_2_28x3	93JE3	N-50	44	12	11.27557471	7.44963312	2.96849796
B4est_1_Bloc_2_28x3	93JE3	N-8	45	12	11.36142153	-0.517660299999999	1.5592737
B4est_1_Bloc_2_28x3	93JE3	N-43	46	12	8.97596785	10.18991802	4.54157557
B4est_1_Bloc_2_28x3	93JE3	1-J19	47	12	8.7754398	28.93020292	3.71568947
B4est_1_Bloc_2_28x3	93JE3	N-29	48	12	8.6009872	13.04880693	4.45119861
B4est_1_Bloc_2_28x3	93JE3	N-15	49	12	8.5893083	9.42712602	3.79942642
B4est_1_Bloc_2_28x3	93JE3	1-J15	50	12	NA	NA	NA
B4est_1_Bloc_2_28x3	93JE3	DRA-24	51	12	8.74040309	26.00176989	4.62531251
B4est_1_Bloc_2_28x3	93JE3	SPM-50	52	12	9.27543981	8.71752486	4.49588204
B4est_1_Bloc_2_28x3	93JE3	ALL-023	53	12	10.04462882	2.54573003	2.00673143
B4est_1_Bloc_2_28x3	93JE3	N-57	54	12	8.98456364	5.0017699	4.2770847
B4est_1_Bloc_3_28x3	93JE3	N-35	91	1	9.43281467	5.18684252	3.91458924
B4est_1_Bloc_3_28x3	93JE3	NOH-13	92	1	9.49624255	2.34940526	4.45119861
B4est_1_Bloc_3_28x3	93JE3	N-1	93	1	9.252082	12.00176989	3.61498921
B4est_1_Bloc_3_28x3	93JE3	6-A18	94	1	9.48487306	7.44963311	3.44491583
B4est_1_Bloc_3_28x3	93JE3	SSN-01	95	1	8.11266611	16.51302344	5.19233765
B4est_1_Bloc_3_28x3	93JE3	BDX-09	96	1	8.39186337	9.8831659	3.48364551
B4est_1_Bloc_3_28x3	93JE3	71077-308	97	1	10.42653461	4.04880693	4.45119861
B4est_1_Bloc_3_28x3	93JE3	KUH-56	98	1	9.17069515	19.3637357	4.79942642
B4est_1_Bloc_3_28x3	93JE3	ERS-18	99	1	NA	1.88316589	NA
B4est_1_Bloc_3_28x3	93JE3	92510-1	100	1	9.61266611	37.18174137	4.49588204
B4est_1_Bloc_3_28x3	93JE3	KUH-39	101	1	8.49624254	22.08151352	4.32176814
B4est_1_Bloc_3_28x3	93JE3	OLO-10	102	1	10.00792146	14.02629984	3.62531251
B4est_1_Bloc_3_28x3	93JE3	VDL-34	103	1	8.84514775	10.63647845	4.14765423
B4est_1_Bloc_3_28x3	93JE3	NOH-15	104	1	11.02309871	-5.75284545	1.98892035
B4est_1_Bloc_3_28x3	93JE3	SN-16	91	2	11.82326678	-5.79680698	1.9020399
B4est_1_Bloc_3_28x3	93JE3	SN-05	92	2	9.90317679	12.37191235	4.14765423
B4est_1_Bloc_3_28x3	93JE3	ALL-006	93	2	10.22872419	1.91587248	3.05828738
B4est_1_Bloc_3_28x3	93JE3	6-A09	94	2	10.31011104	7.7420548	3.40651518
B4est_1_Bloc_3_28x3	93JE3	SPM-04	97	2	8.34514775	11.67866448	4.45119861
B4est_1_Bloc_3_28x3	93JE3	1-A25	98	2	10.29798512	7.37191235	3.49588204
B4est_1_Bloc_3_28x3	93JE3	PG-10	99	2	7.78711871	26.04880692	4.71467937
B4est_1_Bloc_3_28x3	93JE3	SPM-54	100	2	8.5776294	17.04063028	3.9288569
B4est_1_Bloc_3_28x3	93JE3	SSN-02	101	2	9.0893083	9.78091518	4.32176813
B4est_1_Bloc_3_28x3	93JE3	N-45	102	2	9.26760165	25.33920576	3.79738106
B4est_1_Bloc_3_28x3	93JE3	N-56	103	2	9.17069515	19.62345079	4.27708471
B4est_1_Bloc_3_28x3	93JE3	KUH-25	104	2	10.13565843	11.76891615	2.84230827
B4est_1_Bloc_3_28x3	93JE3	6-J02	93	3	10.00792145	11.85248216	3.15797754
B4est_1_Bloc_3_28x3	93JE3	SN-07	94	3	11.14733734	1.37191235	3.29844009
B4est_1_Bloc_3_28x3	93JE3	1-J16	95	3	9.82178994	13.17558758	1.9288569
B4est_1_Bloc_3_28x3	93JE3	DRA-29	96	3	10.16422655	5.67567991	3.23347043
B4est_1_Bloc_3_28x3	93JE3	RAM-177	97	3	8.51960036	18.26148499	3.79942642
B4est_1_Bloc_3_28x3	93JE3	DRA-13	98	3	8.83346885	20.04880693	4.62531252
B4est_1_Bloc_3_28x3	93JE3	RHN-38	99	3	9.0893083	10.37191235	3.78910311
B4est_1_Bloc_3_28x3	93JE3	STR-02	100	3	8.99624254	11.37191235	3.63563582
B4est_1_Bloc_3_28x3	93JE3	NL-1328	101	3	10.00792145	7.3637357	2.45119861
B4est_1_Bloc_3_28x3	93JE3	KUH-37	102	3	10.14733734	9.84430551	3.79942642
B4est_1_Bloc_3_28x3	93JE3	DRA-19	103	3	10.57762939	12.35555906	4.10297081
B4est_1_Bloc_3_28x3	93JE3	SN-45	104	3	10.2404031	11.28601494	2.40651518
B4est_1_Bloc_3_28x3	93JE3	1-A09	91	4	9.74936437	3.09791462	3.62430241
B4est_1_Bloc_3_28x3	93JE3	6-A26	92	4	9.24040309	8.80059412	3.58062909
B4est_1_Bloc_3_28x3	93JE3	BDG	93	4	8.5893083	21.26966163	5.14765423
B4est_1_Bloc_3_28x3	93JE3	DRA-32	94	4	10.89149789	-0.832589069999999	2.2770847
B4est_1_Bloc_3_28x3	93JE3	71041-3-402	95	4	8.11266611	12.04880693	4.79942642
B4est_1_Bloc_3_28x3	93JE3	N-60	96	4	9.5893083	10.85248216	3.79942642
B4est_1_Bloc_3_28x3	93JE3	SSN-05	97	4	8.99624255	17.05698357	4.45119861
B4est_1_Bloc_3_28x3	93JE3	ALL-008	98	4	10.5776294	10.59276706	3.45119861
B4est_1_Bloc_3_28x3	93JE3	SSN-15	99	4	10.7404031	12.02629984	3.32176813
B4est_1_Bloc_3_28x3	93JE3	KUH-36	100	4	9.35696156	19.37191235	4.5275465
B4est_1_Bloc_3_28x3	93JE3	CTR-05	101	4	10.0776294	9.96290951	2.62531251
B4est_1_Bloc_3_28x3	93JE3	ALL-017	102	4	8.1009872	8.1040206	5.66999594
B4est_1_Bloc_3_28x3	93JE3	N-19	103	4	9.76376091	17.25330834	3.79942642
B4est_1_Bloc_3_28x3	93JE3	N-59	104	4	8.5893083	11.20627132	4.62531251
B4est_1_Bloc_3_28x3	93JE3	NOH-28	91	5	9.50792146	26.84430551	3.97354033
B4est_1_Bloc_3_28x3	93JE3	SN-04	92	5	8.91485569	15.29419158	5.0122925
B4est_1_Bloc_3_28x3	93JE3	NL-1421	93	5	8.5893083	12.89951919	3.45119861
B4est_1_Bloc_3_28x3	93JE3	DRA-22	94	5	11.25275782	7.7257015	4.16318958
B4est_1_Bloc_3_28x3	93JE3	N-39	95	5	9.76376091	6.7257015	2.49588204
B4est_1_Bloc_3_28x3	93JE3	DRA-40	96	5	9.00792145	3.85248216	3.45119861
B4est_1_Bloc_3_28x3	93JE3	VDL-52	97	5	9.32178994	8.70319441	4.79942642
B4est_1_Bloc_3_28x3	93JE3	KUH-55	98	5	8.42653461	11.78091519	4.49588204
B4est_1_Bloc_3_28x3	93JE3	SSC	99	5	9.10098721	10.03245363	4.32176814
B4est_1_Bloc_3_28x3	93JE3	1-A04	100	5	9.17069515	3.86065881	3.14765423
B4est_1_Bloc_3_28x3	93JE3	ERS-17	101	5	11.56595049	2.47416305	1.33400466
B4est_1_Bloc_3_28x3	93JE3	KUH-53	102	5	9.65901624	5.11219725	4.45119861
B4est_1_Bloc_3_28x3	93JE3	DRA-45	103	5	9.4265346	12.70117156	3.32176814
B4est_1_Bloc_3_28x3	93JE3	KUH-50	104	5	9.63565844	25.80746799	3.58062909
B4est_1_Bloc_3_28x3	93JE3	N-61	91	6	10.98456365	1.17558758	3.40651518
B4est_1_Bloc_3_28x3	93JE3	RAM-188	92	6	8.51960035	22.82795222	4.01822375
B4est_1_Bloc_3_28x3	93JE3	BDX-03	93	6	9.65901625	7.37191234	4.79942642
B4est_1_Bloc_3_28x3	93JE3	ALL-020	94	6	8.99624255	-0.76102209	3.45119861
B4est_1_Bloc_3_28x3	93JE3	ALL-026	95	6	9.98442874	4.85248215	3.28212707
B4est_1_Bloc_3_28x3	93JE3	OLO-06	97	6	11.06956306	16.2389779	1.91396464
B4est_1_Bloc_3_28x3	93JE3	1-A26	98	6	9.50383075	14.93837957	5.31972277
B4est_1_Bloc_3_28x3	93JE3	N-11	99	6	8.9265346	12.27576732	3.95110117
B4est_1_Bloc_3_28x3	93JE3	N-5	100	6	9.71537463	8.56006047	2.94034922
B4est_1_Bloc_3_28x3	93JE3	ALL-099	101	6	8.94989241	7.51302344	4.88879327
B4est_1_Bloc_3_28x3	93JE3	AST-006	102	6	9.90317679	-2.45426997	4.27708471
B4est_1_Bloc_3_28x3	93JE3	KUH-44	103	6	8.35682666	9.46598641	4.32176813
B4est_1_Bloc_3_28x3	93JE3	SN-02	104	6	8.4265346	16.28601493	3.79942642
B4est_1_Bloc_3_28x3	93JE3	SN-40	91	7	10.99624255	0.0569835799999998	1.62531251
B4est_1_Bloc_3_28x3	93JE3	DRA-31	92	7	8.65901625	10.7420548	4.45119861
B4est_1_Bloc_3_28x3	93JE3	1-A08	93	7	10.18237405	13.45780976	4.36645156
B4est_1_Bloc_3_28x3	93JE3	N-66	94	7	NA	0.89134254	NA
B4est_1_Bloc_3_28x3	93JE3	ALL-013	95	7	9.17069515	17.51302344	3.62531252
B4est_1_Bloc_3_28x3	93JE3	6-A30	96	7	9.07762939	20.57641376	4.14765423
B4est_1_Bloc_3_28x3	93JE3	KUH-33	97	7	9.47288474	45.20829417	3.58062909
B4est_1_Bloc_3_28x3	93JE3	KUH-51	98	7	10.67101139	1.31669867	3.33714816
B4est_1_Bloc_3_28x3	93JE3	1-A02	99	7	10.18237405	9.9854166	3.32176813
B4est_1_Bloc_3_28x3	93JE3	ALL-014	100	7	9.252082	6.70319442	2.92885689
B4est_1_Bloc_3_28x3	93JE3	ALL-034	101	7	8.7637609	22.85248215	5.32176813
B4est_1_Bloc_3_28x3	93JE3	N-54	102	7	8.57762939	9.97108616	4.97354033
B4est_1_Bloc_3_28x3	93JE3	6-A25	103	7	10.9187777	4.23411385	2.53696669
B4est_1_Bloc_3_28x3	93JE3	ALL-015	104	7	10.53799781	6.1203739	3.29844009
B4est_1_Bloc_3_28x3	93JE3	6-J17	91	8	10.79843213	-0.446093319999999	1.88417347
B4est_1_Bloc_3_28x3	93JE3	N-22	92	8	9.33315943	-2.17820158	4.10925358
B4est_1_Bloc_3_28x3	93JE3	N-28	93	8	8.27543981	8.73387815	4.14765423
B4est_1_Bloc_3_28x3	93JE3	NL-1138	94	8	9.48388783	-1.3601959	3.13242022
B4est_1_Bloc_3_28x3	93JE3	ALL-005	95	8	10.1434966	17.96290951	4.10501617
B4est_1_Bloc_3_28x3	93JE3	SN-18	96	8	8.84514775	18.63980409	4.66999594
B4est_1_Bloc_3_28x3	93JE3	N-12	97	8	9.84514776	13.92202627	4.84410985
B4est_1_Bloc_3_28x3	93JE3	ALL-012	98	8	8.68237406	8.19809467	6.01822375
B4est_1_Bloc_3_28x3	93JE3	KUH-42	99	8	NA	9.28399208	NA
B4est_1_Bloc_3_28x3	93JE3	LRD-04	100	8	9.15901624	4.80544512	3.48083194
B4est_1_Bloc_3_28x3	93JE3	NOH-45	101	8	8.49624255	13.30034538	4.45119862
B4est_1_Bloc_3_28x3	93JE3	ALL-002	102	8	8.35682666	19.0876673	3.97354033
B4est_1_Bloc_3_28x3	93JE3	N-46	103	8	8.84514775	8.30852203	2.76979309
B4est_1_Bloc_3_28x3	93JE3	ALL-041	104	8	9.13602392	31.03627601	3.62711409
B4est_1_Bloc_3_28x3	93JE3	DRA-06	91	9	9.82178994	22.1040206	4.97354033
B4est_1_Bloc_3_28x3	93JE3	SN-01	92	9	8.83346884	20.52937674	3.1029708
B4est_1_Bloc_3_28x3	93JE3	VDL-24	93	9	8.78711871	15.92202628	5.66999594
B4est_1_Bloc_3_28x3	93JE3	AST-005	94	9	8.63081361	12.57122168	4.28063536
B4est_1_Bloc_3_28x3	93JE3	ALL-011	95	9	9.14733735	4.14495196	2.95129606
B4est_1_Bloc_3_28x3	93JE3	KUH-29	96	9	9.20617888	13.42712603	4.62531252
B4est_1_Bloc_3_28x3	93JE3	6-J32	97	9	10.34514776	4.59276706	3.32176813
B4est_1_Bloc_3_28x3	93JE3	ALL-021	98	9	9.473093	8.72600449	4.99166557
B4est_1_Bloc_3_28x3	93JE3	RHN-28	99	9	9.77182724	12.07131401	4.03311601
B4est_1_Bloc_3_28x3	93JE3	KUH-54	100	9	9.5893083	16.89134254	3.79942642
B4est_1_Bloc_3_28x3	93JE3	OLO-01	101	9	11.28675323	4.74816078	2.05828738
B4est_1_Bloc_3_28x3	93JE3	SN-26	102	9	9.9030419	28.65615739	3.24542024
B4est_1_Bloc_3_28x3	93JE3	SN-42	103	9	8.6009872	9.29216873	4.66999594
B4est_1_Bloc_3_28x3	93JE3	SN-33	104	9	10.33346884	14.31669867	2.97354033
B4est_1_Bloc_3_28x3	93JE3	1-J30	91	10	9.4031768	11.64798074	4.27708471
B4est_1_Bloc_3_28x3	93JE3	LOW-1	92	10	8.43821351	12.73387815	4.97354032
B4est_1_Bloc_3_28x3	93JE3	N-23	93	10	8.84514776	13.85248216	5.49588204
B4est_1_Bloc_3_28x3	93JE3	ERS-10	94	10	8.99624254	28.28601493	3.754743
B4est_1_Bloc_3_28x3	93JE3	LRD-03	95	10	9.0893083	8.99359325	3.62531252
B4est_1_Bloc_3_28x3	93JE3	BDX-02	96	10	9.5776294	10.46598641	4.79942642
B4est_1_Bloc_3_28x3	93JE3	VDL-32	97	10	9.40438618	8.08766731	4.39283508
B4est_1_Bloc_3_28x3	93JE3	NOH-06	98	10	10.18237406	19.380089	4.14765423
B4est_1_Bloc_3_28x3	93JE3	ALL-174	99	10	9.19742334	26.97923027	3.75391447
B4est_1_Bloc_3_28x3	93JE3	NOH-10	100	10	10.31348142	5.18575455	3.23157276
B4est_1_Bloc_3_28x3	93JE3	CTR-09	101	10	9.92990498	15.05079725	3.05745885
B4est_1_Bloc_3_28x3	93JE3	NOH-25	102	10	9.24377348	10.15507081	4.70923104
B4est_1_Bloc_3_28x3	93JE3	N-36	103	10	8.32516033	27.35754937	5.05745886
B4est_1_Bloc_3_28x3	93JE3	SN-12	104	10	8.89486827	10.13054087	3.83866152
B4est_1_Bloc_3_28x3	93JE3	NL-1210	91	11	8.56932087	9.34321893	4.18688933
B4est_1_Bloc_3_28x3	93JE3	AST-008	92	11	9.32516033	15.27982861	4.36100323
B4est_1_Bloc_3_28x3	93JE3	ALL-019	93	11	9.33683924	17.02011351	4.92802837
B4est_1_Bloc_3_28x3	93JE3	BDX-08	94	11	10.89486828	-0.325499000000001	2.70923104
B4est_1_Bloc_3_28x3	93JE3	N-63	97	11	8.91822608	25.83811918	4.05745885
B4est_1_Bloc_3_28x3	93JE3	DRA-38	98	11	9.68574443	13.72769182	3.40568666
B4est_1_Bloc_3_28x3	93JE3	SN-25	101	11	7.91822608	9.7992588	3.75391447
B4est_1_Bloc_3_28x3	93JE3	1-J07	102	11	NA	5.53136705	NA
B4est_1_Bloc_3_28x3	93JE3	STR-20	103	11	8.08099977	20.13871751	4.57980057
B4est_1_Bloc_3_28x3	93JE3	SN-11	104	11	9.08099978	12.6581477	3.23157275
B4est_1_Bloc_3_28x3	93JE3	KUH-34	91	12	9.17406553	3.49250667	3.57980057
B4est_1_Bloc_3_28x3	93JE3	STR-21	92	12	9.8735466	0.666324359999999	2.39419434
B4est_1_Bloc_3_28x3	93JE3	KUH-52	93	12	9.98793402	7.06715054	3.23157275
B4est_1_Bloc_3_28x3	93JE3	N-50	94	12	10.09895875	2.56715193	NA
B4est_1_Bloc_3_28x3	93JE3	N-8	95	12	9.41822609	7.82378874	4.53511714
B4est_1_Bloc_3_28x3	93JE3	N-43	96	12	9.91822608	9.69700808	3.05745885
B4est_1_Bloc_3_28x3	93JE3	1-J19	97	12	8.99961293	14.34321893	3.57980056
B4est_1_Bloc_3_28x3	93JE3	N-29	98	12	9.03464964	20.63361776	4.45037008
B4est_1_Bloc_3_28x3	93JE3	N-15	99	12	9.02297074	2.70518474	3.62448399
B4est_1_Bloc_3_28x3	93JE3	1-J15	100	12	9.25545239	6.32686564	3.70923104
B4est_1_Bloc_3_28x3	93JE3	DRA-24	101	12	9.17406554	15.7992588	4.45037009
B4est_1_Bloc_3_28x3	93JE3	SPM-50	102	12	8.91063787	10.49250667	3.58184593
B4est_1_Bloc_3_28x3	93JE3	ALL-023	103	12	8.01129184	33.09783428	3.92802837
B4est_1_Bloc_3_28x3	93JE3	N-57	104	12	NA	6.47615337	NA
B4est_1_Bloc_4_28x3	93JE3	N-35	136	1	9.68587934	5.96489983	3.43735112
B4est_1_Bloc_4_28x3	93JE3	NOH-13	137	1	8.99961293	17.14689416	4.05745885
B4est_1_Bloc_4_28x3	93JE3	N-1	138	1	9.8753743	10.72153803	2.2255974
B4est_1_Bloc_4_28x3	93JE3	6-A18	139	1	11.91430408	0.0364667999999995	1.49403248
B4est_1_Bloc_4_28x3	93JE3	SSN-01	140	1	8.53464964	12.88515621	5.66916742
B4est_1_Bloc_4_28x3	93JE3	BDX-09	141	1	9.46684964	16.24202512	2.95530547
B4est_1_Bloc_4_28x3	93JE3	71077-308	142	1	9.49088327	10.95778008	2.62824292
B4est_1_Bloc_4_28x3	93JE3	KUH-56	143	1	8.9429109	19.73894822	5.17213014
B4est_1_Bloc_4_28x3	93JE3	ERS-18	144	1	9.79360642	7.96595673	3.94162537
B4est_1_Bloc_4_28x3	93JE3	92510-1	145	1	9.40882061	14.6428513	2.87055842
B4est_1_Bloc_4_28x3	93JE3	KUH-39	146	1	10.22268909	3.15612771	3.30353328
B4est_1_Bloc_4_28x3	93JE3	OLO-10	147	1	9.72268909	21.39131286	3.47764719
B4est_1_Bloc_4_28x3	93JE3	VDL-34	148	1	8.82743375	24.32792253	4.52233062
B4est_1_Bloc_4_28x3	93JE3	NOH-15	149	1	NA	NA	NA
B4est_1_Bloc_4_28x3	93JE3	SN-16	136	2	10.48070938	1.52627016	2.89221514
B4est_1_Bloc_4_28x3	93JE3	SN-05	137	2	8.5599154	19.98231003	5.04467233
B4est_1_Bloc_4_28x3	93JE3	ALL-006	138	2	8.3971417	30.17045815	3.825875
B4est_1_Bloc_4_28x3	93JE3	6-A09	139	2	9.97852855	5.62034422	3.9999889
B4est_1_Bloc_4_28x3	93JE3	SPM-04	142	2	9.3971417	20.46287984	2.82587499
B4est_1_Bloc_4_28x3	93JE3	1-A25	143	2	9.30407594	25.70008785	4.34821671
B4est_1_Bloc_4_28x3	93JE3	PG-10	144	2	8.59495211	20.7839624	4.56701405
B4est_1_Bloc_4_28x3	93JE3	SPM-54	145	2	9.9088206	4.14795106	3.17410281
B4est_1_Bloc_4_28x3	93JE3	SSN-02	146	2	NA	4.13159777	NA
B4est_1_Bloc_4_28x3	93JE3	N-45	147	2	8.32743376	10.81666899	5.21878623
B4est_1_Bloc_4_28x3	93JE3	N-56	148	2	9.49020746	10.61216757	3.87055842
B4est_1_Bloc_4_28x3	93JE3	KUH-25	149	2	9.45517074	17.88823596	3.47764718
B4est_1_Bloc_4_28x3	93JE3	6-J02	138	3	10.234368	17.17045815	3.13535063
B4est_1_Bloc_4_28x3	93JE3	SN-07	139	3	8.55991539	15.76145531	3.65176109
B4est_1_Bloc_4_28x3	93JE3	1-J16	140	3	8.67633896	7.76145531	3.08935576
B4est_1_Bloc_4_28x3	93JE3	DRA-29	141	3	10.14130224	0.100914029999999	3.87055843
B4est_1_Bloc_4_28x3	93JE3	RAM-177	142	3	NA	7.12342111	NA
B4est_1_Bloc_4_28x3	93JE3	DRA-13	143	3	9.11830992	9.01506442	2.08935575
B4est_1_Bloc_4_28x3	93JE3	RHN-38	144	3	9.5715943	5.76963196	3.39290014
B4est_1_Bloc_4_28x3	93JE3	STR-02	145	3	9.78659502	3.68373455	2.37936245
B4est_1_Bloc_4_28x3	93JE3	NL-1328	146	3	9.97852855	15.03752371	2.9999889
B4est_1_Bloc_4_28x3	93JE3	KUH-37	147	3	10.15926121	1.86880717	3.98572124
B4est_1_Bloc_4_28x3	93JE3	DRA-19	148	3	9.66466006	1.66738125	4.04467233
B4est_1_Bloc_4_28x3	93JE3	SN-45	149	3	10.30407594	0.109090669999999	2.9999889
B4est_1_Bloc_4_28x3	93JE3	1-A09	136	4	11.22268909	1.20316474	3.82587499
B4est_1_Bloc_4_28x3	93JE3	6-A26	137	4	NA	9.8003157	NA
B4est_1_Bloc_4_28x3	93JE3	BDG	138	4	7.92049951	11.99048668	5.04467232
B4est_1_Bloc_4_28x3	93JE3	DRA-32	139	4	8.58327321	11.61216757	4.04467233
B4est_1_Bloc_4_28x3	93JE3	71041-3-402	140	4	8.234368	16.17863479	4.74112795
B4est_1_Bloc_4_28x3	93JE3	N-60	141	4	9.14539294	7.57330719	4.17614817
B4est_1_Bloc_4_28x3	93JE3	SSN-05	142	4	9.00188636	22.24817891	3.39290014
B4est_1_Bloc_4_28x3	93JE3	ALL-008	143	4	9.97852854	3.95162629	3.87055843
B4est_1_Bloc_4_28x3	93JE3	SSN-15	144	4	9.66466006	6.34427583	3.08935575
B4est_1_Bloc_4_28x3	93JE3	KUH-36	145	4	9.56941346	5.55695389	3.28187657
B4est_1_Bloc_4_28x3	93JE3	CTR-05	146	4	10.26122417	3.54262345	1.23416626
B4est_1_Bloc_4_28x3	93JE3	ALL-017	147	4	11.97460654	-2.30808881	0.95890425
B4est_1_Bloc_4_28x3	93JE3	N-19	148	4	8.88546279	34.93527299	4.17410281
B4est_1_Bloc_4_28x3	93JE3	N-59	149	4	10.0599154	12.32994539	2.78119157
B4est_1_Bloc_4_28x3	93JE3	NOH-28	136	5	9.79998525	8.19498809	3.17205744
B4est_1_Bloc_4_28x3	93JE3	SN-04	137	5	8.52524416	11.22567183	4.08935576
B4est_1_Bloc_4_28x3	93JE3	NL-1421	138	5	9.12917632	9.33609918	4.04467233
B4est_1_Bloc_4_28x3	93JE3	DRA-22	139	5	9.0832732	19.39131286	4.52233061
B4est_1_Bloc_4_28x3	93JE3	N-39	140	5	9.49020746	14.43834989	4.1741028
B4est_1_Bloc_4_28x3	93JE3	DRA-40	141	5	9.234368	6.99866332	4.69644452
B4est_1_Bloc_4_28x3	93JE3	VDL-52	142	5	9.08327321	20.26453221	4.04467233
B4est_1_Bloc_4_28x3	93JE3	KUH-55	143	5	10.25772581	11.74510201	4.08935576
B4est_1_Bloc_4_28x3	93JE3	SSC	144	5	10.38546279	6.34660724	4.08755418
B4est_1_Bloc_4_28x3	93JE3	1-A04	145	5	10.76985173	-0.37965578	2.01031221
B4est_1_Bloc_4_28x3	93JE3	ERS-17	146	5	10.79239704	7.33812203	2.89191381
B4est_1_Bloc_4_28x3	93JE3	KUH-53	147	5	10.0599154	6.2972388	2.9999889
B4est_1_Bloc_4_28x3	93JE3	DRA-45	148	5	8.83227858	4.68892663	4.34466606
B4est_1_Bloc_4_28x3	93JE3	KUH-50	149	5	9.0599154	20.72259492	3.47764719
B4est_1_Bloc_4_28x3	93JE3	N-61	136	6	8.5715943	19.19498809	4.87055842
B4est_1_Bloc_4_28x3	93JE3	RAM-188	137	6	11.0715943	NA	2.87055842
B4est_1_Bloc_4_28x3	93JE3	BDX-03	138	6	9.04823649	12.935273	3.4879705
B4est_1_Bloc_4_28x3	93JE3	ALL-020	139	6	9.37378389	12.99866332	3.30353329
B4est_1_Bloc_4_28x3	93JE3	ALL-026	140	6	NA	3.6592046	NA
B4est_1_Bloc_4_28x3	93JE3	OLO-06	142	6	11.15298115	16.24202512	4.17410281
B4est_1_Bloc_4_28x3	93JE3	1-A26	143	6	10.62962334	7.64487416	3.12941938
B4est_1_Bloc_4_28x3	93JE3	N-11	144	6	10.01048214	13.36062912	4.43195366
B4est_1_Bloc_4_28x3	93JE3	N-5	145	6	9.9088206	12.56845618	3.52233062
B4est_1_Bloc_4_28x3	93JE3	ALL-099	146	6	9.49020745	10.19498808	5.74112795
B4est_1_Bloc_4_28x3	93JE3	AST-006	147	6	11.11794444	-1.5841572	1.12941938
B4est_1_Bloc_4_28x3	93JE3	KUH-44	148	6	8.5832732	10.39131286	4.21878623
B4est_1_Bloc_4_28x3	93JE3	SN-02	149	6	9.89714169	11.95162629	3.65176109
B4est_1_Bloc_4_28x3	93JE3	SN-40	136	7	9.33911266	10.9189197	3.50097523
B4est_1_Bloc_4_28x3	93JE3	DRA-31	137	7	10.16466005	7.35245248	3.43859367
B4est_1_Bloc_4_28x3	93JE3	1-A08	138	7	10.0599154	16.89641261	4.34821671
B4est_1_Bloc_4_28x3	93JE3	N-66	139	7	8.97852855	18.32994539	5.21878623
B4est_1_Bloc_4_28x3	93JE3	ALL-013	140	7	9.8971417	10.94344964	3.87055842
B4est_1_Bloc_4_28x3	93JE3	6-A30	141	7	8.7460469	12.76963196	4.69644452
B4est_1_Bloc_4_28x3	93JE3	KUH-33	142	7	9.16466006	12.86654722	4.21878624
B4est_1_Bloc_4_28x3	93JE3	KUH-51	143	7	8.50188636	19.20316474	5.74112794
B4est_1_Bloc_4_28x3	93JE3	1-A02	144	7	9.40882061	6.83302228	4.04467233
