Block	Strain	Genotype	X	Y	Latence	NbSS	Taille
B4est_1_Bloc_4_28x3	09AX27	NL-1138	139	20	NA	3.42921407	NA
B4est_1_Bloc_4_28x3	09AX27	ALL-005	140	20	11.29167492	0.517067470000001	2.59479487
B4est_1_Bloc_4_28x3	09AX27	SN-18	141	20	NA	0.52958718	NA
B4est_1_Bloc_4_28x3	09AX27	N-12	142	20	12.0011142	3.92956109	2.30999495
B4est_1_Bloc_4_28x3	09AX27	ALL-012	143	20	12.23218463	2.66482127	2.26489426
B4est_1_Bloc_4_28x3	09AX27	KUH-42	144	20	9.97087382	11.12305734	4.23889357
B4est_1_Bloc_4_28x3	09AX27	LRD-04	145	20	10.23784013	8.9338644	3.7445256
B4est_1_Bloc_4_28x3	09AX27	NOH-45	146	20	10.68137656	3.36931367	3.80006658
B4est_1_Bloc_4_28x3	09AX27	ALL-002	147	20	9.3065664	28.55988477	4.50491948
B4est_1_Bloc_4_28x3	09AX27	N-46	148	20	9.77734493	8.95163867	2.99357609
B4est_1_Bloc_4_28x3	09AX27	ALL-041	149	20	12.15821272	NA	2.46767652
B4est_1_Bloc_4_28x3	09AX27	DRA-06	136	21	9.90323426	4.11521354	3.76766181
B4est_1_Bloc_4_28x3	09AX27	SN-01	137	21	10.14448345	9.28300067	2.20970548
B4est_1_Bloc_4_28x3	09AX27	VDL-24	138	21	10.21378972	5.19520246	4.04185435
B4est_1_Bloc_4_28x3	09AX27	AST-005	139	21	10.65305001	6.55066565	2.61481589
B4est_1_Bloc_4_28x3	09AX27	ALL-011	140	21	9.68300712	7.77197157	4.10874434
B4est_1_Bloc_4_28x3	09AX27	KUH-29	141	21	9.53448579	14.28300067	3.88360111
B4est_1_Bloc_4_28x3	09AX27	6-J32	142	21	11.35082087	4.71982809	2.83888683
B4est_1_Bloc_4_28x3	09AX27	ALL-021	143	21	NA	6.30710616	NA
B4est_1_Bloc_4_28x3	09AX27	RHN-28	144	21	10.63872011	8.66594866	3.24791804
B4est_1_Bloc_4_28x3	09AX27	KUH-54	145	21	9.50585863	18.86609669	4.39714681
B4est_1_Bloc_4_28x3	09AX27	OLO-01	146	21	10.4987809	14.40786061	3.13112091
B4est_1_Bloc_4_28x3	09AX27	SN-26	147	21	10.12047414	2.43997359	4.17286142
B4est_1_Bloc_4_28x3	09AX27	SN-42	148	21	11.12766808	3.96190238	3.28197107
B4est_1_Bloc_4_28x3	09AX27	SN-33	149	21	9.47087382	22.49057522	4.26806204
B4est_1_Bloc_4_28x3	09AX27	1-J30	136	22	NA	-0.14460764	1.97081893
B4est_1_Bloc_4_28x3	09AX27	LOW-1	137	22	11.45656935	5.112456	2.38945169
B4est_1_Bloc_4_28x3	09AX27	N-23	138	22	12.30302754	5.61694532	3.05026999
B4est_1_Bloc_4_28x3	09AX27	ERS-10	139	22	NA	10.78900281	NA
B4est_1_Bloc_4_28x3	09AX27	LRD-03	140	22	NA	10.94746093	NA
B4est_1_Bloc_4_28x3	09AX27	BDX-02	141	22	10.30302753	5.17230861	2.55540005
B4est_1_Bloc_4_28x3	09AX27	VDL-32	142	22	9.64302091	7.64768298	3.52589463
B4est_1_Bloc_4_28x3	09AX27	NOH-06	143	22	10.53730056	NA	2.41502427
B4est_1_Bloc_4_28x3	09AX27	ALL-174	144	22	NA	6.19371726	NA
B4est_1_Bloc_4_28x3	09AX27	NOH-10	145	22	10.70161199	8.99244184	3.39714682
B4est_1_Bloc_4_28x3	09AX27	CTR-09	146	22	10.2715816	8.06310176	5.03015977
B4est_1_Bloc_4_28x3	09AX27	NOH-25	147	22	11.07228937	NA	2.22928506
B4est_1_Bloc_4_28x3	09AX27	N-36	148	22	11.76897638	1.92178192	3.18436968
B4est_1_Bloc_4_28x3	09AX27	SN-12	149	22	11.07033369	1.36931367	2.78594406
B4est_1_Bloc_4_28x3	09AX27	NL-1210	136	23	10.70518863	13.56631873	3.37608914
B4est_1_Bloc_4_28x3	09AX27	AST-008	137	23	11.00231977	2.58772739	4.08064034
B4est_1_Bloc_4_28x3	09AX27	ALL-019	138	23	NA	5.97530354	NA
B4est_1_Bloc_4_28x3	09AX27	BDX-08	139	23	11.17174923	-1.15531196	2.90066053
B4est_1_Bloc_4_28x3	09AX27	N-63	142	23	NA	2.70763857	NA
B4est_1_Bloc_4_28x3	09AX27	DRA-38	143	23	NA	13.26437718	NA
B4est_1_Bloc_4_28x3	09AX27	SN-25	146	23	11.40444308	NA	3.60529657
B4est_1_Bloc_4_28x3	09AX27	1-J07	147	23	NA	11.42283529	NA
B4est_1_Bloc_4_28x3	09AX27	STR-20	148	23	NA	3.9658655	NA
B4est_1_Bloc_4_28x3	09AX27	SN-11	149	23	11.31979104	0.309358079999999	2.61485646
B4est_1_Bloc_4_28x3	09AX27	KUH-34	136	24	11.43588902	5.13201817	4.08064033
B4est_1_Bloc_4_28x3	09AX27	STR-21	137	24	9.15084109	3.54918045	3.03975766
B4est_1_Bloc_4_28x3	09AX27	KUH-52	138	24	8.84155121	7.27084004	4.18841301
B4est_1_Bloc_4_28x3	09AX27	N-50	139	24	9.10727418	8.61931939	3.50491948
B4est_1_Bloc_4_28x3	09AX27	N-8	140	24	10.90090421	4.99008037	3.71365329
B4est_1_Bloc_4_28x3	09AX27	N-43	141	24	10.87299715	7.13376167	4.66317272
B4est_1_Bloc_4_28x3	09AX27	1-J19	142	24	11.20515085	4.85539237	3.03015977
B4est_1_Bloc_4_28x3	09AX27	N-29	143	24	11.83650274	2.62506158	2.62602462
B4est_1_Bloc_4_28x3	09AX27	N-15	144	24	NA	10.25367285	NA
B4est_1_Bloc_4_28x3	09AX27	1-J15	145	24	NA	-2.83839572	NA
B4est_1_Bloc_4_28x3	09AX27	DRA-24	146	24	NA	5.69963108	NA
B4est_1_Bloc_4_28x3	09AX27	SPM-50	147	24	10.94023359	3.28151547	4.9700369
B4est_1_Bloc_4_28x3	09AX27	ALL-023	148	24	10.49751926	9.24296853	2.85801256
B4est_1_Bloc_4_28x3	09AX27	N-57	149	24	11.40564865	3.80906626	2.48429868
B4est_1_Bloc_5_28x3	09AX27	N-35	176	13	NA	15.7012046	NA
B4est_1_Bloc_5_28x3	09AX27	NOH-13	177	13	11.9726533	7.5106335	3.88363867
B4est_1_Bloc_5_28x3	09AX27	N-1	178	13	10.3065664	11.12305734	4.03015977
B4est_1_Bloc_5_28x3	09AX27	6-A18	179	13	10.60727417	14.55988477	4.61269215
B4est_1_Bloc_5_28x3	09AX27	SSN-01	180	13	NA	2.86609669	NA
B4est_1_Bloc_5_28x3	09AX27	BDX-09	181	13	9.37332976	5.13376167	4.82254575
B4est_1_Bloc_5_28x3	09AX27	71077-308	182	13	10.50107642	-2.5321838	2.52452775
B4est_1_Bloc_5_28x3	09AX27	KUH-56	183	13	NA	1.43997359	NA
B4est_1_Bloc_5_28x3	09AX27	ERS-18	184	13	9.13872011	8.70763857	4.87190653
B4est_1_Bloc_5_28x3	09AX27	92510-1	185	13	14.20515086	NA	2.66317272
B4est_1_Bloc_5_28x3	09AX27	KUH-39	186	13	9.68818412	4.60739254	4.19358948
B4est_1_Bloc_5_28x3	09AX27	OLO-10	187	13	10.47882485	7.13376167	NA
B4est_1_Bloc_5_28x3	09AX27	VDL-34	188	13	10.67020194	2.88323498	3.73372772
B4est_1_Bloc_5_28x3	09AX27	NOH-15	189	13	10.39726086	9.39124329	4.54307192
B4est_1_Bloc_5_28x3	09AX27	SN-16	176	14	10.42266438	9.41213097	4.60371631
B4est_1_Bloc_5_28x3	09AX27	SN-05	177	14	11.26859353	4.01125155	1.7426377
B4est_1_Bloc_5_28x3	09AX27	ALL-006	178	14	10.92313777	9.91683316	3.65373741
B4est_1_Bloc_5_28x3	09AX27	6-A09	179	14	NA	5.68128116	NA
B4est_1_Bloc_5_28x3	09AX27	SPM-04	182	14	10.30879087	13.81833062	4.36795871
B4est_1_Bloc_5_28x3	09AX27	1-A25	183	14	9.94341175	3.64916818	3.51447981
B4est_1_Bloc_5_28x3	09AX27	PG-10	184	14	10.7812153	7.97678875	0.99855256
B4est_1_Bloc_5_28x3	09AX27	SPM-54	185	14	10.07805271	0.0153356899999997	3.20970548
B4est_1_Bloc_5_28x3	09AX27	SSN-02	186	14	10.27734493	4.97678875	2.84271843
B4est_1_Bloc_5_28x3	09AX27	N-45	187	14	9.60595978	14.56780394	3.26018605
B4est_1_Bloc_5_28x3	09AX27	N-56	188	14	10.11303751	9.40291185	3.79223786
B4est_1_Bloc_5_28x3	09AX27	KUH-25	189	14	11.08159157	7.15665552	3.79223786
B4est_1_Bloc_5_28x3	09AX27	6-J02	178	15	11.41594801	7.4243205	3.96830846
B4est_1_Bloc_5_28x3	09AX27	SN-07	179	15	11.70954407	-1.56924553	2.29780032
B4est_1_Bloc_5_28x3	09AX27	1-J16	180	15	12.15156118	NA	2.63398463
B4est_1_Bloc_5_28x3	09AX27	DRA-29	181	15	10.50206732	5.11383822	2.85374671
B4est_1_Bloc_5_28x3	09AX27	RAM-177	182	15	10.61303751	9.7198281	3.84271844
B4est_1_Bloc_5_28x3	09AX27	DRA-13	183	15	NA	2.74445622	NA
B4est_1_Bloc_5_28x3	09AX27	RHN-38	184	15	NA	5.65752487	NA
B4est_1_Bloc_5_28x3	09AX27	STR-02	185	15	10.67288334	12.15665552	3.51877475
B4est_1_Bloc_5_28x3	09AX27	NL-1328	186	15	12.79884692	2.12454255	1.84870469
B4est_1_Bloc_5_28x3	09AX27	KUH-37	187	15	NA	10.5121187	NA
B4est_1_Bloc_5_28x3	09AX27	DRA-19	188	15	9.01195458	12.93824181	4.95161089
B4est_1_Bloc_5_28x3	09AX27	SN-45	189	15	9.91020641	12.49071005	4.47573139
B4est_1_Bloc_5_28x3	09AX27	1-A09	176	16	10.67946826	7.46286744	3.84271843
B4est_1_Bloc_5_28x3	09AX27	6-A26	177	16	11.85843956	-0.0232112500000001	3.11030366
B4est_1_Bloc_5_28x3	09AX27	BDG	178	16	9.84377567	17.42005014	4.68446519
B4est_1_Bloc_5_28x3	09AX27	DRA-32	179	16	11.37522162	9.56632098	2.2541251
B4est_1_Bloc_5_28x3	09AX27	71041-3-402	180	16	NA	0.87828622	NA
B4est_1_Bloc_5_28x3	09AX27	N-60	181	16	10.31232973	9.45026511	4.10134876
B4est_1_Bloc_5_28x3	09AX27	SSN-05	182	16	NA	-0.64633941	NA
B4est_1_Bloc_5_28x3	09AX27	ALL-008	183	16	10.67607819	2.46286744	3.77613924
B4est_1_Bloc_5_28x3	09AX27	SSN-15	184	16	NA	3.67184311	NA
B4est_1_Bloc_5_28x3	09AX27	KUH-36	185	16	9.21091419	9.91683316	3.893199
B4est_1_Bloc_5_28x3	09AX27	CTR-05	186	16	9.71091419	4.29370499	4.47573138
B4est_1_Bloc_5_28x3	09AX27	ALL-017	187	16	12.27514221	-1.87545746	2.5083946
B4est_1_Bloc_5_28x3	09AX27	N-19	188	16	9.41374528	5.59210763	4.82260821
B4est_1_Bloc_5_28x3	09AX27	N-59	189	16	9.83242306	9.3815032	3.72386001
B4est_1_Bloc_5_28x3	09AX27	NOH-28	176	17	10.72051449	-0.0736725300000001	3.49442257
B4est_1_Bloc_5_28x3	09AX27	SN-04	177	17	10.0104164	1.35073543	0.51773386
B4est_1_Bloc_5_28x3	09AX27	NL-1421	178	17	11.10508648	6.84173736	4.64356526
B4est_1_Bloc_5_28x3	09AX27	DRA-22	179	17	8.84377567	6.62132556	2.63398462
B4est_1_Bloc_5_28x3	09AX27	N-39	180	17	10.44165235	7.88609833	3.05145224
B4est_1_Bloc_5_28x3	09AX27	DRA-40	181	17	11.07318548	0.71982809	2.1600464
B4est_1_Bloc_5_28x3	09AX27	VDL-52	182	17	8.85085341	16.60418727	4.76186751
B4est_1_Bloc_5_28x3	09AX27	KUH-55	183	17	10.06754512	8.02755565	3.59601871
B4est_1_Bloc_5_28x3	09AX27	SSC	184	17	NA	8.99901858	NA
B4est_1_Bloc_5_28x3	09AX27	1-A04	185	17	11.69654185	2.75334296	3.659033
B4est_1_Bloc_5_28x3	09AX27	ERS-17	186	17	11.82972922	6.14946492	2.00387782
B4est_1_Bloc_5_28x3	09AX27	KUH-53	187	17	10.07108399	10.02311977	3.60652042
B4est_1_Bloc_5_28x3	09AX27	DRA-45	188	17	10.6850384	2.2693761	3.03898904
B4est_1_Bloc_5_28x3	09AX27	KUH-50	189	17	10.80182215	12.01241544	NA
B4est_1_Bloc_5_28x3	09AX27	N-61	176	18	NA	7.33202852	NA
B4est_1_Bloc_5_28x3	09AX27	RAM-188	177	18	11.23539141	10.08307536	3.11165048
B4est_1_Bloc_5_28x3	09AX27	BDX-03	178	18	9.78723125	2.16660321	3.93918264
B4est_1_Bloc_5_28x3	09AX27	ALL-020	179	18	8.40644395	3.68244226	4.79402422
B4est_1_Bloc_5_28x3	09AX27	ALL-026	180	18	9.60252993	15.48643944	4.34850792
B4est_1_Bloc_5_28x3	09AX27	OLO-06	182	18	9.6654218	11.70810152	3.53651368
B4est_1_Bloc_5_28x3	09AX27	1-A26	183	18	10.52113857	8.94175552	4.75524722
B4est_1_Bloc_5_28x3	09AX27	N-11	184	18	10.84160745	4.94310589	1.88868701
B4est_1_Bloc_5_28x3	09AX27	N-5	185	18	9.40211916	15.06166671	4.27951224
B4est_1_Bloc_5_28x3	09AX27	ALL-099	186	18	10.46966844	15.72761217	4.11165048
B4est_1_Bloc_5_28x3	09AX27	AST-006	187	18	10.63896494	0.952459849999999	2.33674267
B4est_1_Bloc_5_28x3	09AX27	KUH-44	188	18	NA	6.3506976	NA
B4est_1_Bloc_5_28x3	09AX27	SN-02	189	18	10.70699152	6.843253	4.11908768
B4est_1_Bloc_5_28x3	09AX27	SN-40	176	19	10.7953433	2.11091797	0.9724964
B4est_1_Bloc_5_28x3	09AX27	DRA-31	177	19	NA	4.85395731	NA
B4est_1_Bloc_5_28x3	09AX27	1-A08	178	19	NA	4.02311976	NA
B4est_1_Bloc_5_28x3	09AX27	N-66	179	19	10.86471402	22.2093916	3.26990372
B4est_1_Bloc_5_28x3	09AX27	ALL-013	180	19	9.91459031	8.66765658	3.70526862
B4est_1_Bloc_5_28x3	09AX27	6-A30	181	19	14.92198621	NA	0.0400456699999996
B4est_1_Bloc_5_28x3	09AX27	KUH-33	182	19	11.19638031	4.36661235	3.48851331
B4est_1_Bloc_5_28x3	09AX27	KUH-51	183	19	10.93719066	4.37997078	2.71655044
B4est_1_Bloc_5_28x3	09AX27	1-A02	184	19	10.90597787	-0.7905795	2.66564477
B4est_1_Bloc_5_28x3	09AX27	ALL-014	185	19	12.67249953	NA	1.95339724
B4est_1_Bloc_5_28x3	09AX27	ALL-034	186	19	9.20040661	8.86466164	3.00387781
B4est_1_Bloc_5_28x3	09AX27	N-54	187	19	9.43468364	4.22012483	3.47863752
B4est_1_Bloc_5_28x3	09AX27	6-A25	188	19	11.47878732	-0.89978635	3.53208162
B4est_1_Bloc_5_28x3	09AX27	ALL-015	189	19	11.39969883	6.12397491	3.42815695
B4est_1_Bloc_5_28x3	09AX27	6-J17	176	20	9.44176137	10.45994719	4.8524361
B4est_1_Bloc_5_28x3	09AX27	N-22	177	20	13.20394547	NA	4.90291667
B4est_1_Bloc_5_28x3	09AX27	N-28	178	20	10.57966609	17.74902082	2.91251456
B4est_1_Bloc_5_28x3	09AX27	NL-1138	179	20	10.13986446	6.91802406	2.75193495
B4est_1_Bloc_5_28x3	09AX27	ALL-005	180	20	NA	4.34003601	NA
B4est_1_Bloc_5_28x3	09AX27	SN-18	181	20	9.51633473	13.51563243	4.32671362
B4est_1_Bloc_5_28x3	09AX27	N-12	182	20	7.56754913	1.5132826	2.77726655
B4est_1_Bloc_5_28x3	09AX27	ALL-012	183	20	9.86825289	14.01241544	4.47863752
B4est_1_Bloc_5_28x3	09AX27	KUH-42	184	20	11.39969883	7.29721871	2.32038429
B4est_1_Bloc_5_28x3	09AX27	LRD-04	185	20	11.29722376	2.99100679	4.26605571
B4est_1_Bloc_5_28x3	09AX27	NOH-45	186	20	10.50126317	6.1216223	2.67808424
B4est_1_Bloc_5_28x3	09AX27	ALL-002	187	20	9.33680695	13.1216223	5.5864102
B4est_1_Bloc_5_28x3	09AX27	N-46	188	20	NA	3.91391291	NA
B4est_1_Bloc_5_28x3	09AX27	ALL-041	189	20	10.08856528	5.92461724	NA
B4est_1_Bloc_5_28x3	09AX27	DRA-06	176	21	10.5920189	-1.91981969	3.77056795
B4est_1_Bloc_5_28x3	09AX27	SN-01	177	21	NA	0.69549919	NA
B4est_1_Bloc_5_28x3	09AX27	VDL-24	178	21	10.23826693	7.74475046	2.94379935
B4est_1_Bloc_5_28x3	09AX27	AST-005	179	21	10.44325019	4.64624793	3.83326737
B4est_1_Bloc_5_28x3	09AX27	ALL-011	180	21	10.07108398	7.02311976	5.21942315
B4est_1_Bloc_5_28x3	09AX27	KUH-29	181	21	11.68270561	2.32933168	1.52336821
B4est_1_Bloc_5_28x3	09AX27	6-J32	182	21	11.22065176	2.03703858	2.45925434
B4est_1_Bloc_5_28x3	09AX27	ALL-021	183	21	9.25285715	8.43072643	3.86301989
B4est_1_Bloc_5_28x3	09AX27	RHN-28	184	21	10.85596663	2.25867177	2.2024261
B4est_1_Bloc_5_28x3	09AX27	KUH-54	185	21	10.87417466	5.86466164	3.28105114
B4est_1_Bloc_5_28x3	09AX27	OLO-01	186	21	13.46966844	NA	2.32038429
B4est_1_Bloc_5_28x3	09AX27	SN-26	187	21	10.13155553	20.00171111	3.99426929
B4est_1_Bloc_5_28x3	09AX27	SN-42	188	21	10.06341591	9.85253871	3.03477067
B4est_1_Bloc_5_28x3	09AX27	SN-33	189	21	NA	2.43853854	NA
B4est_1_Bloc_5_28x3	09AX27	1-J30	176	22	10.33680696	26.41715879	3.47863753
B4est_1_Bloc_5_28x3	09AX27	LOW-1	177	22	10.60252992	6.98605579	4.2254841
B4est_1_Bloc_5_28x3	09AX27	N-23	178	22	NA	5.43853854	NA
B4est_1_Bloc_5_28x3	09AX27	ERS-10	179	22	10.80182215	-0.604278760000001	2.5864102
B4est_1_Bloc_5_28x3	09AX27	LRD-03	180	22	NA	7.19228221	NA
B4est_1_Bloc_5_28x3	09AX27	BDX-02	181	22	10.00759323	10.17087356	3.56731104
B4est_1_Bloc_5_28x3	09AX27	VDL-32	182	22	NA	1.32933169	NA
B4est_1_Bloc_5_28x3	09AX27	NOH-06	183	22	NA	7.08307535	NA
B4est_1_Bloc_5_28x3	09AX27	ALL-174	184	22	NA	0.3485818	NA
B4est_1_Bloc_5_28x3	09AX27	NOH-10	185	22	11.26683734	3.47708548	3.47863753
B4est_1_Bloc_5_28x3	09AX27	CTR-09	186	22	NA	-2.19207448	NA
B4est_1_Bloc_5_28x3	09AX27	NOH-25	187	22	10.37075992	3.8794523	4.62682671
B4est_1_Bloc_5_28x3	09AX27	N-36	188	22	9.96612957	15.6954992	2.795144
B4est_1_Bloc_5_28x3	09AX27	SN-12	189	22	11.48115271	3.14946492	2.3454697
B4est_1_Bloc_5_28x3	09AX27	NL-1210	176	23	11.60173662	7.07237103	2.94349518
B4est_1_Bloc_5_28x3	09AX27	AST-008	177	23	NA	8.86455867	NA
B4est_1_Bloc_5_28x3	09AX27	ALL-019	178	23	9.37028215	15.13232662	4.65703476
B4est_1_Bloc_5_28x3	09AX27	BDX-08	179	23	10.66896067	3.6954992	2.95339724
B4est_1_Bloc_5_28x3	09AX27	N-63	182	23	13.01931713	-0.68137264	3.12002133
B4est_1_Bloc_5_28x3	09AX27	DRA-38	183	23	NA	1.17087356	NA
B4est_1_Bloc_5_28x3	09AX27	SN-25	186	23	10.46612958	5.82036138	3.73179096
B4est_1_Bloc_5_28x3	09AX27	1-J07	187	23	10.86825289	2.52633675	3.47863753
B4est_1_Bloc_5_28x3	09AX27	STR-20	188	23	9.60252992	9.52808024	2.95339725
B4est_1_Bloc_5_28x3	09AX27	SN-11	189	23	10.60971214	1.00171112	2.39000452
B4est_1_Bloc_5_28x3	09AX27	KUH-34	176	24	8.96612958	16.72334181	3.5291181
B4est_1_Bloc_5_28x3	09AX27	STR-21	177	24	11.27037621	4.28008042	3.37767639
B4est_1_Bloc_5_28x3	09AX27	KUH-52	178	24	10.33680695	11.44924286	3.26990371
B4est_1_Bloc_5_28x3	09AX27	N-50	179	24	10.19273496	9.50919846	4.29126309
B4est_1_Bloc_5_28x3	09AX27	N-8	180	24	12.39749611	0.0788050000000005	2.14431369
B4est_1_Bloc_5_28x3	09AX27	N-43	181	24	10.83326809	1.53704107	2.61678054
B4est_1_Bloc_5_28x3	09AX27	1-J19	182	24	NA	8.06161151	NA
B4est_1_Bloc_5_28x3	09AX27	N-29	183	24	11.64357616	5.96697764	2.60510138
B4est_1_Bloc_5_28x3	09AX27	N-15	184	24	11.26563178	6.3157022	2.5497389
B4est_1_Bloc_5_28x3	09AX27	1-J15	185	24	9.856763	0.740480099999999	3.76385259
B4est_1_Bloc_5_28x3	09AX27	DRA-24	186	24	10.80182215	24.2094205	3.795144
B4est_1_Bloc_5_28x3	09AX27	SPM-50	187	24	11.28380408	5.69435048	3.31520782
B4est_1_Bloc_5_28x3	09AX27	ALL-023	188	24	10.06555566	4.26937609	2.3718686
B4est_1_Bloc_5_28x3	09AX27	N-57	189	24	8.27037621	14.77686343	5.21942315
